83103,34344,0.50,-66.0,-69.0,-1.07,4,5,4.00,0,0,0,0,0,-14,8,1034,1,1,35,35,0,0,0,1,0,2,1,0.48,0.50
83105,34345,0.52,-69.7,-74.2,-1.07,4,5,3.50,0,0,0,0,0,-14,8,1034,1,1,35,35,0,0,0,1,0,2,1,0.50,0.50
83107,34346,0.51,-69.4,-73.4,-1.04,4,5,3.91,0,0,0,0,0,-14,8,1034,1,1,35,35,0,0,0,1,0,2,1,0.51,0.50
83109,34347,0.48,-69.3,-73.8,-1.19,4,6,3.17,0,0,0,0,0,-14,8,1034,1,1,35,35,0,0,0,1,0,2,1,0.50,0.50
83111,34348,0.51,-69.3,-73.2,-1.01,4,5,3.77,0,0,0,0,0,-14,8,1034,1,1,35,35,0,0,0,1,0,2,1,0.51,0.50
83114,34349,0.47,-69.6,-74.3,-1.13,4,5,4.22,0,0,0,0,0,-14,8,1034,1,1,35,35,0,0,0,2,2,3,1,0.51,0.50
83116,34350,0.51,-69.3,-73.5,-1.15,4,6,3.34,0,0,0,0,0,-14,8,1034,1,1,35,35,0,0,0,2,2,3,1,0.51,0.50
83118,34351,0.50,-69.3,-72.5,-1.03,4,5,3.95,0,0,0,0,0,-14,8,1034,1,1,35,35,0,0,0,2,2,3,1,0.50,0.50
83120,34352,0.53,-69.6,-73.6,-1.03,4,5,3.50,0,0,0,0,0,-14,8,1034,1,1,35,35,0,0,0,2,2,3,1,0.51,0.50
83122,34353,0.53,-69.4,-73.0,-0.98,4,5,3.89,0,0,0,0,0,-14,8,1034,1,1,35,35,0,0,0,2,2,3,1,0.51,0.50
83125,34354,0.50,-69.3,-73.8,-1.09,4,6,3.25,0,0,0,0,0,-14,8,1034,1,1,35,35,0,0,0,2,2,3,1,0.51,0.50
83127,34355,0.48,-69.3,-73.0,-1.19,4,5,3.83,0,0,0,0,0,-14,8,1034,1,1,35,35,0,0,0,2,2,3,1,0.50,0.50
83129,34356,0.52,-66.0,-70.2,-1.04,4,6,3.27,0,0,0,0,0,-14,8,1034,1,1,35,35,0,0,0,2,2,3,1,0.52,0.50
83131,34357,0.49,-69.4,-73.6,-1.25,4,5,3.72,0,0,0,0,0,-14,8,1034,1,1,35,35,0,0,0,2,2,3,1,0.50,0.50
83133,34358,0.50,-69.3,-72.4,-1.07,4,5,3.97,0,0,0,0,0,-14,8,1034,1,1,35,35,0,0,0,2,3,0,1,0.50,0.50
83136,34359,0.50,-65.8,-69.8,-1.12,4,5,3.66,0,0,0,0,0,-15,9,1034,1,1,35,35,0,0,0,-1,3,0,1,0.50,0.50
83138,34360,0.49,-70.0,-73.3,-1.15,4,5,3.91,0,0,0,0,0,-15,9,1034,1,1,35,35,0,0,0,-1,3,0,1,0.50,0.50
83140,34361,0.48,-65.5,-70.2,-1.04,4,4,4.47,0,0,0,0,0,-15,9,1034,1,1,35,35,0,0,0,-1,3,0,1,0.49,0.50
83142,34362,0.54,-69.3,-73.2,-1.04,4,5,3.64,0,0,0,0,0,-15,9,1034,1,1,35,35,0,0,0,-1,3,0,1,0.50,0.50
83144,34363,0.50,-69.6,-74.2,-1.16,4,5,4.17,0,0,0,0,0,-15,9,1034,1,1,35,35,0,0,0,-1,3,0,1,0.50,0.50
83160,34364,0.52,-69.6,-72.8,-1.10,4,5,3.98,0,0,0,0,0,-15,9,1034,1,1,35,35,0,0,0,-1,3,0,1,0.50,0.50
83162,34365,0.48,-69.4,-73.1,-1.13,4,5,3.97,0,0,0,0,0,-15,9,1034,1,1,35,35,0,0,0,2,-1,1,1,0.50,0.50
83164,34366,0.50,-73.2,-77.6,-1.19,4,5,4.31,0,0,0,0,0,-15,9,1034,1,1,35,35,0,0,0,2,-1,1,1,0.50,0.50
83166,34367,0.51,-69.7,-73.2,-1.12,4,5,3.84,0,0,0,0,0,-15,9,1034,1,1,35,35,0,0,0,2,-1,1,1,0.50,0.50
83168,34368,0.49,-69.2,-74.3,-1.06,4,5,4.11,0,0,0,0,0,-15,9,1034,1,1,35,35,0,0,0,2,-1,1,1,0.50,0.50
83171,34369,0.50,-69.7,-73.8,-1.01,4,5,3.72,0,0,0,0,0,-15,9,1034,1,1,35,35,0,0,0,2,-1,1,1,0.50,0.50
83173,34370,0.47,-69.3,-72.5,-1.18,4,5,3.94,0,0,0,0,0,-15,9,1034,1,1,35,35,0,0,0,2,-1,1,1,0.50,0.50
83175,34371,0.47,-69.7,-74.0,-1.13,4,5,3.53,0,0,0,0,0,-15,10,1033,1,1,35,35,0,0,0,-1,0,-3,1,0.49,0.50
83177,34372,0.47,-69.4,-73.1,-1.22,4,5,3.81,0,0,0,0,0,-15,10,1033,1,1,35,35,0,0,0,-1,0,-3,1,0.47,0.50
83180,34373,0.53,-69.4,-74.3,-1.00,4,5,4.11,0,0,0,0,0,-15,10,1033,1,1,35,35,0,0,0,-1,0,-3,1,0.47,0.50
83182,34374,0.50,-69.3,-73.6,-1.22,4,5,3.48,0,0,0,0,0,-15,10,1033,1,1,35,35,0,0,0,-1,0,-3,1,0.47,0.49
83184,34375,0.49,-66.0,-69.3,-1.10,4,5,3.97,0,0,0,0,0,-15,10,1033,1,1,35,35,0,0,0,-1,0,-3,1,0.49,0.49
83186,34376,0.51,-66.0,-70.8,-1.06,4,5,4.36,0,0,0,0,0,-15,10,1033,1,1,35,35,0,0,0,-1,0,-3,1,0.50,0.49
83189,34377,0.50,-69.6,-73.6,-1.07,4,5,3.70,0,0,0,0,0,-15,10,1033,1,1,35,35,0,0,0,-1,0,-3,1,0.50,0.49
83191,34378,0.52,-69.4,-73.0,-1.07,4,5,3.86,0,0,0,0,0,-15,10,1033,1,1,35,35,0,0,0,-1,0,-3,1,0.50,0.49
83193,34379,0.48,-69.3,-74.2,-1.19,4,5,4.09,0,0,0,0,0,-15,9,1034,1,1,35,35,0,0,0,3,1,1,1,0.50,0.49
83196,34380,0.50,-69.3,-73.3,-1.00,4,5,3.64,0,0,0,0,0,-14,9,1034,1,1,35,35,0,0,0,3,1,1,1,0.50,0.49
83198,34381,0.52,-69.3,-72.9,-1.09,4,5,4.00,0,0,0,0,0,-14,9,1034,1,1,35,35,0,0,0,3,1,1,1,0.50,0.49
83200,34382,0.50,-69.6,-73.6,-1.09,4,5,3.63,0,0,0,0,0,-14,9,1034,1,1,35,35,0,0,0,3,1,1,1,0.50,0.49
83202,34383,0.50,-65.8,-69.0,-1.07,4,5,3.92,0,0,0,0,0,-14,9,1034,1,1,35,35,0,0,0,3,1,1,1,0.50,0.50
83204,34384,0.51,-66.0,-70.5,-1.04,4,4,4.47,0,0,0,0,0,-14,9,1034,1,1,35,35,0,0,0,3,1,1,1,0.50,0.50
83207,34385,0.53,-69.4,-73.2,-1.12,4,5,3.58,0,0,0,0,0,-14,9,1034,1,1,35,35,0,0,0,3,1,1,1,0.51,0.50
83209,34386,0.47,-69.2,-74.2,-1.12,4,5,4.16,0,0,0,0,0,-14,9,1034,1,1,35,35,0,0,0,3,1,1,1,0.50,0.50
83211,34387,0.49,-69.3,-73.2,-1.13,4,5,3.66,0,0,0,0,0,-14,9,1034,1,1,35,35,0,0,0,3,1,1,1,0.50,0.50
83213,34388,0.53,-65.8,-71.0,-0.97,4,5,4.03,0,0,0,0,0,-15,8,1034,1,1,35,35,0,0,0,1,-3,2,1,0.51,0.50
83215,34389,0.52,-69.7,-74.1,-0.97,4,5,3.67,0,0,0,0,0,-15,8,1034,1,1,35,35,0,0,0,1,-3,2,1,0.52,0.50
83218,34390,0.47,-69.3,-72.8,-1.13,4,5,3.84,0,0,0,0,0,-15,8,1034,1,1,35,35,0,0,0,1,-3,2,1,0.49,0.50
